"RG","TG","COEF","RE","absCOEF"
"CLEC10A_FARP2","CLEC10A","FARP2",0.00798912399962881,0.00374896503930576,0.00798912399962881
"SORT1_FARP2","SORT1","FARP2",-0.00402642970529261,0.00120197812344735,0.00402642970529261
"CD72_FARP2","CD72","FARP2",0.00665392054808547,0.00102740145605371,0.00665392054808547
"KLRG1_FARP2","KLRG1","FARP2",0.603606628650918,0.0031260304437818,0.603606628650918
"ADCYAP1_FARP2","ADCYAP1","FARP2",0.301872469067961,0.0032642127444102,0.301872469067961
"IL19_FARP2","IL19","FARP2",0.398770852575736,0.00198559865826153,0.398770852575736
"ADAM17_FARP2","ADAM17","FARP2",0.00853443461716848,0.00395603112827138,0.00853443461716848
"NPTN_FARP2","NPTN","FARP2",0.0398201931668713,0.0144829201538527,0.0398201931668713
"NTNG1_FARP2","NTNG1","FARP2",-0.0259202831199667,0.000238302866330705,0.0259202831199667
"ARF6_FARP2","ARF6","FARP2",-0.0132370985448587,0.0114435253879636,0.0132370985448587
"RET_FARP2","RET","FARP2",0.357282467453313,0.00380378328969914,0.357282467453313
"IGF2_FARP2","IGF2","FARP2",0.665145627025485,0.00324631062891739,0.665145627025485
"ALCAM_FARP2","ALCAM","FARP2",-0.0209550792679624,0.00966559901010522,0.0209550792679624
"IL16_FARP2","IL16","FARP2",0.00116937901647662,0.000302878714079661,0.00116937901647662
"CNTNAP2_FARP2","CNTNAP2","FARP2",0.0310918344071562,0.000533215967952464,0.0310918344071562
"MC5R_FARP2","MC5R","FARP2",1.31686521218605e-05,7.6670180895807e-08,1.31686521218605e-05
"SSTR2_FARP2","SSTR2","FARP2",0.069238442742476,0.00282679670042494,0.069238442742476
"GALR2_FARP2","GALR2","FARP2",2.09753933761018e-07,1.22122385011354e-09,2.09753933761018e-07
"PROS1_FARP2","PROS1","FARP2",0.0849608497777733,0.00682553959177759,0.0849608497777733
"SCN10A_FARP2","SCN10A","FARP2",0.579136190547845,0.00303608196916344,0.579136190547845
"SLIT1_FARP2","SLIT1","FARP2",0.000504398969098579,2.61224191115734e-06,0.000504398969098579
"UTS2B_FARP2","UTS2B","FARP2",0.00189498051143633,9.93430605199358e-06,0.00189498051143633
"IGF2R_FARP2","IGF2R","FARP2",0.0162233228483431,0.0058028700439736,0.0162233228483431
"TNFSF12_FARP2","TNFSF12","FARP2",0.0111040202418398,0.00383206401822255,0.0111040202418398
"CCL26_ADIPOR2","CCL26","ADIPOR2",0.691183033613182,0.00347916727632393,0.691183033613182
"IFNGR1_ADIPOR2","IFNGR1","ADIPOR2",-0.00206866390310874,0.00185826434430785,0.00206866390310874
"CP_ADIPOR2","CP","ADIPOR2",0.0436397033582253,0.00110309463487429,0.0436397033582253
"CEACAM6_ADIPOR2","CEACAM6","ADIPOR2",0.598409695071474,0.00286928309748927,0.598409695071474
"FLT3LG_ADIPOR2","FLT3LG","ADIPOR2",0.0789445123873266,0.00266203637159928,0.0789445123873266
"ESR1_ADIPOR2","ESR1","ADIPOR2",0.597430348150314,0.00249775249278865,0.597430348150314
"SEMA4G_ADIPOR2","SEMA4G","ADIPOR2",0.554188015565736,0.0023581177218967,0.554188015565736
"BMP7_ADIPOR2","BMP7","ADIPOR2",0.797024653427322,0.00519020889601896,0.797024653427322
"NTSR1_ADIPOR2","NTSR1","ADIPOR2",0.625511252129891,0.00327345689118449,0.625511252129891
"OXT_ADIPOR2","OXT","ADIPOR2",1.81147528330495e-05,7.57346344809649e-08,1.81147528330495e-05
"LTBR_ADIPOR2","LTBR","ADIPOR2",0.0270904435860252,0.00662542670892395,0.0270904435860252
"KLRB1_ADIPOR2","KLRB1","ADIPOR2",0.0671540291958792,0.00148105200942262,0.0671540291958792
"OPRD1_ADIPOR2","OPRD1","ADIPOR2",-0.253127154837098,0.00133635743777693,0.253127154837098
"IAPP_ADIPOR2","IAPP","ADIPOR2",0.00028077258182107,1.19471151020663e-06,0.00028077258182107
"PTGER2_ADIPOR2","PTGER2","ADIPOR2",0.0316095276390908,0.00583147096689913,0.0316095276390908
"CD70_ADIPOR2","CD70","ADIPOR2",0.514348568347934,0.00250323380911947,0.514348568347934
"LIF_ADIPOR2","LIF","ADIPOR2",-0.253314271279118,0.00161204347302312,0.253314271279118
"GDF15_ADIPOR2","GDF15","ADIPOR2",0.017266999286835,0.000785366519919211,0.017266999286835
"VTCN1_ADIPOR2","VTCN1","ADIPOR2",0.542141444141697,0.00255700808710272,0.542141444141697
"TLR4_ADIPOR2","TLR4","ADIPOR2",0.0524009380854352,0.0115563980191498,0.0524009380854352
"ACVRL1_ADIPOR2","ACVRL1","ADIPOR2",0.01352386408959,0.00202089702084777,0.01352386408959
"IL19_ADIPOR2","IL19","ADIPOR2",0.69830205023102,0.00347705356357923,0.69830205023102
"IL22RA1_ADIPOR2","IL22RA1","ADIPOR2",0.00012768521852639,6.02226854086669e-07,0.00012768521852639
"XCL1_ADIPOR2","XCL1","ADIPOR2",0.611135691494243,0.00359726193218159,0.611135691494243
"ADAM15_ADIPOR2","ADAM15","ADIPOR2",0.0141954518463494,0.00323441438278153,0.0141954518463494
"ACKR2_ADIPOR2","ACKR2","ADIPOR2",0.00137476980421861,6.92009769150737e-06,0.00137476980421861
"CRH_ADIPOR2","CRH","ADIPOR2",-0.0125107040664543,7.96157229176766e-05,0.0125107040664543
